DATASET,fold,AM,alpha,features,accuracy,sensitivity,specificity
tcga.R-BRCA,5,PC,0.9,"16360,52687,49524,42405,55768,39355,14004,35425,50592,52224,36660,39126,40889,39384,27437,30342,54696,17215,29278,39450,19446,26768,30124,15693,14007,44106,26974,53886,54724,39622,37663,38568,33848,35816,50053,41095,47898,45340,25298,26817,49475,27733,5022,20453,25400,39715,31621,28577,34260,53001,30764,48302,46662,28429,32814,47202,35621,48627,37692,51436,31548,15830,55863,45162,31374,38103,28910,38209,42663,23361,28404,35216,55675,30967,45669,46214,55967,25971,47754,41144,15135,16773,36960,55978,24799,40506,38488,31403,20355,29203,15140,46115,17554,17576,24859,17353,31681,28557,48199,45843",0.9802631578947368,0.9927536231884058,0.8571428571428571
tcga.R-BRCA,4,PC,0.1,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.15,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.2,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9671052631578947,0.9855072463768116,0.7857142857142857
tcga.R-BRCA,4,PC,0.25,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9927536231884058,0.7857142857142857
tcga.R-BRCA,4,PC,0.3,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.35,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.4,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9802631578947368,0.9927536231884058,0.8571428571428571
tcga.R-BRCA,4,PC,0.45,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.5,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.55,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9802631578947368,0.9927536231884058,0.8571428571428571
tcga.R-BRCA,4,PC,0.6,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.65,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9802631578947368,0.9927536231884058,0.8571428571428571
tcga.R-BRCA,4,PC,0.7,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.75,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9802631578947368,0.9927536231884058,0.8571428571428571
tcga.R-BRCA,4,PC,0.8,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.85,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9736842105263158,0.9855072463768116,0.8571428571428571
tcga.R-BRCA,4,PC,0.9,"42405,16360,41095,52687,55768,50592,39355,14004,17215,39384,48627,49524,52224,27437,35425,53886,43344,47898,27733,39450,37664,30124,39622,55675,36660,30342,40889,15693,33848,39126,26748,54696,14007,42663,25400,37605,29278,55995,25298,36547,53568,23361,50053,35245,25965,29702,29203,41144,19446,37663,45340,25971,39715,35621,37692,24859,26974,20474,35816,46115,22132,15140,27763,31621,38708,49475,31374,16773,53890,28577,31819,38568,31595,19699,15830,55978,25142,56367,47202,35216,40506,30764,50365,32150,48302,34260,45162,36960,28404,33236,28429,15135,30727,26768,42351,46662,34551,50482,39618,45669",0.9802631578947368,0.9927536231884058,0.8571428571428571
tcga.R-BRCA,7,TR,0.1,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.15,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.2,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.25,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.3,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.35,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.4,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.45,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.5,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.55,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.6,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.65,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.7,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.75,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.8,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.85,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,TR,0.9,"8421,4746,1467,10543,15596,445,53680,1370,3024,1319,5934,5393,2331,2139,8344,11232,1899,12546,11934,10670,11010,35214,5391,9511,3921,12557,11568,12784,15369,3705,13762,12220,13919,6826,8406,8418,7083,13153,2627,10640,8465,10522,6940,11388,16336,15409,2207,22172,17935,2992,11950,4753,42436,7626,3311,1515,1769,1291,10676,13673,12273,11301,16890,34324,10987,799,8403,5325,11601,5433,966,19644,16198,7537,16173,1344,4128,16680,8293,8359,2534,13803,8866,4211,4700,3491,9264,2423,10974,10039,1195,325,7532,1679,5854,6175,7983,3687,4762,344",0.9801324503311258,0.9927007299270073,0.8571428571428571
tcga.R-BRCA,7,MMD,0.1,,,,
tcga.R-BRCA,7,MMD,0.15,,,,
tcga.R-BRCA,7,MMD,0.2,,,,
tcga.R-BRCA,7,MMD,0.25,,,,
tcga.R-BRCA,7,MMD,0.3,,,,
tcga.R-BRCA,7,MMD,0.35,,,,
tcga.R-BRCA,7,MMD,0.4,,,,
tcga.R-BRCA,7,MMD,0.45,,,,
tcga.R-BRCA,7,MMD,0.5,,,,
tcga.R-BRCA,7,MMD,0.55,,,,
tcga.R-BRCA,7,MMD,0.6,,,,
tcga.R-BRCA,7,MMD,0.65,,,,
tcga.R-BRCA,7,MMD,0.7,"7028,41128,11937",0.9470198675496688,1.0,0.42857142857142855
tcga.R-BRCA,7,MMD,0.75,"7028,41128,11937",0.9470198675496688,1.0,0.42857142857142855
tcga.R-BRCA,7,MMD,0.8,"7028,41128,11937",0.9536423841059603,1.0,0.5
tcga.R-BRCA,7,MMD,0.85,"7028,41128,11937",0.9470198675496688,1.0,0.42857142857142855
tcga.R-BRCA,7,MMD,0.9,"7028,41128,11937",0.9470198675496688,1.0,0.42857142857142855
tcga.R-BRCA,5,TR,0.1,"5393,2139,29689,445,1467,10522,5934,11232,3024,10670,4746,19644,9511,478,13762,820,11934,53680,1899,10640,6826,12220,10974,2992,15596,16680,5433,11010,5325,7534,12784,36872,3491,6940,2331,13919,10543,2918,8866,11950,8418,5391,7083,2627,9264,8344,13803,2207,11568,8456,15369,4128,4211,15409,1515,22172,3855,1370,8351,11388,10555,1769,3158,3921,4700,957,17914,11301,6854,34324,30921,1470,35214,12238,297,8293,12273,8403,10676,291,799,8359,7532,7626,2825,13153,10100,12091,4753,9809,8372,4371,4889,2423,8357,1291,15248,10987,1344,3344",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,TR,0.15,"5393,2139,29689,445,1467,10522,5934,11232,3024,10670,4746,19644,9511,478,13762,820,11934,53680,1899,10640,6826,12220,10974,2992,15596,16680,5433,11010,5325,7534,12784,36872,3491,6940,2331,13919,10543,2918,8866,11950,8418,5391,7083,2627,9264,8344,13803,2207,11568,8456,15369,4128,4211,15409,1515,22172,3855,1370,8351,11388,10555,1769,3158,3921,4700,957,17914,11301,6854,34324,30921,1470,35214,12238,297,8293,12273,8403,10676,291,799,8359,7532,7626,2825,13153,10100,12091,4753,9809,8372,4371,4889,2423,8357,1291,15248,10987,1344,3344",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,5,TR,0.2,"5393,2139,29689,445,1467,10522,5934,11232,3024,10670,4746,19644,9511,478,13762,820,11934,53680,1899,10640,6826,12220,10974,2992,15596,16680,5433,11010,5325,7534,12784,36872,3491,6940,2331,13919,10543,2918,8866,11950,8418,5391,7083,2627,9264,8344,13803,2207,11568,8456,15369,4128,4211,15409,1515,22172,3855,1370,8351,11388,10555,1769,3158,3921,4700,957,17914,11301,6854,34324,30921,1470,35214,12238,297,8293,12273,8403,10676,291,799,8359,7532,7626,2825,13153,10100,12091,4753,9809,8372,4371,4889,2423,8357,1291,15248,10987,1344,3344",0.993421052631579,1.0,0.9285714285714286
