DATASET,fold,AM,alpha,features,accuracy,sensitivity,specificity
tcga.R-BRCA,4,TR,0.35,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.4,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.45,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.5,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.55,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.6,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.65,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.7,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.75,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.8,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.85,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,4,TR,0.9,"2139,1467,5393,19644,10522,12220,11232,5934,445,10670,13762,10543,15369,29689,3024,4746,12546,2627,10974,2992,9511,11010,478,11301,1705,11934,3491,799,9264,10640,5433,16680,15596,1899,53680,5325,35214,10555,6826,36872,2331,42436,13919,14493,820,8456,8418,1370,1470,3182,12784,291,4211,7534,11461,1224,19611,15409,11568,7335,8372,10987,6854,6940,8866,44154,2932,13803,8351,12091,2490,10511,4128,8403,3172,12557,46854,11950,14065,2207,297,7083,12273,1769,8359,5391,6132,12238,3921,8344,1515,10671,34324,4889,10676,22172,3855,3158,8452,8357",0.9868421052631579,0.9855072463768116,1.0
tcga.R-BRCA,3,DC,0.1,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,11510,11559,24799,6988,12448,1456,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.15,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.2,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.25,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.3,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.35,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.4,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.9868421052631579,0.9927536231884058,0.9285714285714286
tcga.R-BRCA,3,DC,0.45,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.5,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.55,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.6,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.65,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.7,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.75,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.8,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.85,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,3,DC,0.9,"11546,12274,6792,8740,35617,12371,10619,27406,9162,16881,49475,3227,9744,11687,34260,9742,2593,12554,12087,56285,28483,38033,30516,11138,11525,5362,3516,48755,37382,17939,20078,12838,12362,28577,5894,4594,4202,9553,55385,6837,7695,1392,9166,2010,7518,7028,45669,12587,11500,17135,5112,17784,27493,12124,7717,57,29965,20339,28429,5521,25225,37584,45075,33124,32149,11510,11559,24799,6988,12448,1456,54469,14946,9743,42870,16360,7393,7074,10720,16940,15498,16545,2597,7077,25370,17159,60,42335,2991,15007",0.993421052631579,0.9927536231884058,1.0
tcga.R-BRCA,1,DC,0.1,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.15,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.2,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.25,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.3,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.35,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.4,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.45,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.5,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.55,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.6,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.65,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.7,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.75,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
tcga.R-BRCA,1,DC,0.8,"11546,35617,8740,27406,12371,10619,9162,12087,12274,16881,28577,9744,38033,6792,11138,25676,3227,5521,37584,42335,9797,12554,9742,6837,48755,11687,17135,30516,8086,16545,36039,7695,2593,14946,5362,56285,7518,28483,12838,3516,7228,4594,37382,11525,7717,5894,20078,1392,14211,17939,12448,54469,27272,5112,2609,14268,54635,15193,47313,2010,12362,15089,1371,9965,9639,17631,9427,25225,11323,7393,9712,28429,48964,12587,11530,10999,14891,38531,55385,1429,11500,42741,12656,11987,9553,17514,54388,1456,4957",0.993421052631579,1.0,0.9285714285714286
