DATASET,fold,AM,alpha,features,accuracy,sensitivity,specificity
MNIST.py,1,PC,0.4,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.984,1.0,0.9682539682539683
MNIST.py,1,PC,0.45,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.984,1.0,0.9682539682539683
MNIST.py,1,PC,0.5,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.976,0.9838709677419355,0.9682539682539683
MNIST.py,1,PC,0.55,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.976,0.9838709677419355,0.9682539682539683
MNIST.py,1,PC,0.6,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.984,1.0,0.9682539682539683
MNIST.py,1,PC,0.65,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.976,0.9838709677419355,0.9682539682539683
MNIST.py,1,PC,0.7,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.976,0.9838709677419355,0.9682539682539683
MNIST.py,1,PC,0.75,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.968,0.9838709677419355,0.9523809523809523
MNIST.py,1,PC,0.8,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.984,1.0,0.9682539682539683
MNIST.py,1,PC,0.85,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.968,0.967741935483871,0.9682539682539683
MNIST.py,1,PC,0.9,"155,154,377,156,153,378,183,182,184,181,152,405,376,180,157,185,404,151,179,350,518,263,403,595,262,150,264,186,596,349,375,289,351,158,178,287,624,406,594,261,290,491,567,288,490,623,568,517,379,260,519,265,625,127,566,551,579,126,578,128,606,125,597,259,291,149,538,124,187,622,315,523,546,550,710,159,402,177,316,711,539,431,432,286,565,626,348,123,129,569,715,188,266,607,712,537,714,545,593,605",0.984,1.0,0.9682539682539683
MNIST.py,3,pearson_correlation,0.1,,,,
MNIST.py,3,pearson_correlation,0.15,,,,
MNIST.py,3,pearson_correlation,0.2,,,,
MNIST.py,3,pearson_correlation,0.25,,,,
MNIST.py,3,pearson_correlation,0.3,,,,
MNIST.py,3,pearson_correlation,0.35,,,,
MNIST.py,3,pearson_correlation,0.4,,,,
MNIST.py,3,pearson_correlation,0.45,,,,
MNIST.py,3,pearson_correlation,0.5,,,,
MNIST.py,3,pearson_correlation,0.55,"490,263,264,290,463,292,714,464,267,329,233,354,269",0.872,0.9032258064516129,0.8412698412698413
MNIST.py,3,pearson_correlation,0.6,"490,263,264,290,463,292,714,464,267,329,233,354,269",0.864,0.9032258064516129,0.8253968253968254
MNIST.py,3,pearson_correlation,0.65,"518,519,490,263,491,264,290,288,545,266,238,237,463,355,547,316,292,714,709,464,713,544,738,516,286,267,329,233,327,708,232,743,354,383,241,737,357,285,269,318,300,313,342,744,736,384,344,341",0.928,0.9516129032258065,0.9047619047619048
MNIST.py,3,pearson_correlation,0.7,"518,519,490,262,263,491,264,290,517,288,545,266,238,237,463,355,547,316,292,714,709,464,713,544,738,516,286,267,329,233,327,708,232,743,354,383,241,737,357,285,269,318,300,313,342,744,736,384,344,341",0.928,0.9516129032258065,0.9047619047619048
MNIST.py,3,pearson_correlation,0.75,"518,519,490,262,263,491,264,290,261,517,288,545,266,238,237,463,711,355,547,316,292,714,328,709,464,713,544,738,516,462,286,267,329,233,327,716,708,232,743,354,383,241,737,357,285,269,318,300,313,342,744,736,384,344,341,330",0.936,0.967741935483871,0.9047619047619048
MNIST.py,3,pearson_correlation,0.8,"518,519,490,262,263,491,264,290,261,517,288,545,266,238,237,463,711,355,547,316,292,714,328,709,464,713,544,738,516,462,286,267,329,233,327,716,708,232,743,354,258,383,241,737,357,285,269,318,300,313,342,744,736,384,344,341,330",0.936,0.967741935483871,0.9047619047619048
MNIST.py,3,pearson_correlation,0.85,"518,519,490,262,263,491,264,290,261,517,288,545,266,238,237,463,711,355,547,316,292,714,328,709,464,713,544,738,516,462,286,267,329,233,327,716,708,232,743,354,258,383,241,737,357,285,269,318,300,313,342,744,736,384,344,341,330",0.936,0.967741935483871,0.9047619047619048
MNIST.py,3,pearson_correlation,0.9,"518,519,490,262,263,491,264,290,261,517,288,545,266,238,237,463,711,355,547,316,292,714,328,709,464,713,544,738,516,462,286,267,329,233,327,716,708,232,743,354,258,383,241,737,357,285,269,318,300,313,342,744,736,384,344,341,330",0.936,0.967741935483871,0.9047619047619048
MNIST.py,4,PC,0.1,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.15,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.976,0.9841269841269841,0.967741935483871
MNIST.py,4,PC,0.2,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.25,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.3,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.35,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.4,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.45,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.5,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.55,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.6,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.65,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.7,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.75,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.8,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,4,PC,0.85,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.976,0.9841269841269841,0.967741935483871
MNIST.py,4,PC,0.9,"377,378,155,156,154,153,376,183,350,182,624,184,181,152,404,180,596,595,405,185,157,179,351,349,623,151,403,625,158,597,375,186,594,379,178,288,518,289,264,491,290,622,567,187,551,578,566,150,265,263,159,550,262,523,316,490,406,287,261,626,188,568,593,291,315,652,565,519,579,126,127,538,651,125,606,711,260,348,517,128,537,653,605,598,124,160,710,552,621,402,577,177,259,524,317,522,149,495,129,650",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,1,HSIC,0.1,,,,
MNIST.py,1,HSIC,0.15,,,,
MNIST.py,1,HSIC,0.2,,,,
MNIST.py,1,HSIC,0.25,,,,
MNIST.py,1,HSIC,0.3,,,,
MNIST.py,1,HSIC,0.35,,,,
MNIST.py,1,HSIC,0.4,,,,
MNIST.py,1,HSIC,0.45,,,,
MNIST.py,1,HSIC,0.5,,,,
MNIST.py,1,HSIC,0.55,,,,
MNIST.py,1,HSIC,0.6,,,,
MNIST.py,1,HSIC,0.65,,,,
MNIST.py,1,HSIC,0.7,,,,
MNIST.py,1,HSIC,0.75,,,,
MNIST.py,1,HSIC,0.8,"155,154,156,153,378,183,376,405,404,157,181,180,518,179,263,262,595,178,490,624,406,264,261,349,578,158,625,568,566,491,519,551,597,187,124,550,538,710,177,711,432,431,552,149,286,715,539,355,123,626,565,622,524,714",0.968,0.9838709677419355,0.9523809523809523
MNIST.py,1,HSIC,0.85,"155,154,156,153,378,183,376,405,404,157,181,180,518,179,263,262,595,178,490,624,186,406,264,261,349,578,158,625,568,566,491,519,551,597,187,124,550,538,710,177,711,432,431,552,149,286,715,539,355,123,626,565,622,524,714",0.968,0.967741935483871,0.9682539682539683
MNIST.py,1,HSIC,0.9,"155,154,156,153,378,183,376,405,404,157,181,180,518,179,263,262,595,178,490,624,186,406,264,261,349,578,158,625,568,566,491,519,551,597,187,124,550,538,710,177,711,432,431,552,149,286,715,539,355,123,626,565,622,524,714",0.968,0.9838709677419355,0.9523809523809523
MNIST.py,4,HSIC,0.1,,,,
MNIST.py,4,HSIC,0.15,,,,
MNIST.py,4,HSIC,0.2,,,,
MNIST.py,4,HSIC,0.25,,,,
MNIST.py,4,HSIC,0.3,,,,
MNIST.py,4,HSIC,0.35,,,,
MNIST.py,4,HSIC,0.4,,,,
MNIST.py,4,HSIC,0.45,,,,
MNIST.py,4,HSIC,0.5,"153,186",0.896,0.9206349206349206,0.8709677419354839
MNIST.py,4,HSIC,0.55,"153,186",0.896,0.9206349206349206,0.8709677419354839
MNIST.py,4,HSIC,0.6,"153,186",0.896,0.9206349206349206,0.8709677419354839
MNIST.py,4,HSIC,0.65,"153,186",0.896,0.9206349206349206,0.8709677419354839
MNIST.py,4,HSIC,0.7,"153,186",0.896,0.9206349206349206,0.8709677419354839
MNIST.py,4,HSIC,0.75,"153,183,350,180,349,518,186,316,490,263,379,491,261,568,128",0.976,0.9841269841269841,0.967741935483871
MNIST.py,4,HSIC,0.8,"153,183,350,180,349,518,186,264,316,490,291,263,379,491,261,568,128,344",0.976,0.9841269841269841,0.967741935483871
MNIST.py,4,HSIC,0.85,"153,183,350,180,349,518,186,264,351,316,490,291,263,379,491,261,568,128,124,344",0.976,0.9841269841269841,0.967741935483871
MNIST.py,4,HSIC,0.9,"378,376,156,153,404,183,350,180,349,151,288,518,158,597,290,186,264,351,316,490,551,291,263,379,567,491,261,315,651,653,568,126,577,128,124,266,344",0.984,0.9841269841269841,0.9838709677419355
MNIST.py,2,TR,0.1,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.15,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.2,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.25,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.3,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.35,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.928,0.9354838709677419,0.9206349206349206
MNIST.py,2,TR,0.4,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.45,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.5,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.55,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.6,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.65,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.7,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.75,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.8,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.85,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,2,TR,0.9,"518,517,710,490,287,289,711,288,263,262,715,290,315,738,739,264,286,491,519,712,714,261,260,716,314,259,742,709,743,291,713,545,265,316,546,516,740,489,741,708,737,356,357,258,317,342,313,744,285,341,329,266,343,328,544,736,717,355,237,238,257,463,292,370,547,312,330,707,235,284,745,236,239,488,232,369,735,340,462,231,301,492,384,327,234,398,358,706,302,515,300,464,303,233,734,318,383,344,354,275",0.936,0.9354838709677419,0.9365079365079365
MNIST.py,5,TR,0.1,"288,289,315,316,518,287,290,264,715,517,711,265,291,317,490,491,263,286,343,714,739,710,716,259,738,262,260,342,314,519,742,261,713,712,737,709,743,356,344,258,740,516,546,741,744,266,545,355,357,285,717,708,489,736,257,292,313,463,341,328,370,329,330,340,318,492,284,544,464,230,327,237,371,312,231,745,229,369,238,383,547,462,358,735,384,386,236,354,256,368,302,301,293,232,267,239,382,707,345,283",0.984,0.9841269841269841,0.9838709677419355
