DATASET,AM,alpha,n_1,d,normalise,kernel,k0,fdr,features
mnist_full,PC,0.4,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.45,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.5,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.55,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.6,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.65,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.7,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.75,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.8,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.85,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
mnist_full,PC,0.9,0.3,100,0,gaussian,1,1.0,"377,155,154,378,156,153,376,350,152,182,183,184,349,157,404,181,151,405,185,180,179,595,596,623,351,264,158,624,375,518,403,594,186,290,263,178,578,289,551,265,150,579,379,523,159,622,567,517,348,566,490,606,187,406,491,262,288,625,550,291,597,568,605,565,126,125,177,188,577,593,607,316,519,127,287,538,545,128,495,124,621,651,261,160,650,546,317,129,711,552,539,431,537,432,149,652,522,524,266,315"
